,id,scholar_id,title,abstract,bib_id,journal,number,pages,pub_type,pub_year,publisher,venue,volume,num_citations,gsrank,citedby_url,eprint_url,pub_url,url_add_sclib,url_related_articles,url_scholarbib,search_term,depth,fetched_citations
1756,1757,aVrH_8E5JWAJ,Discrimination of patients with type 2 myocardial infarction,") is important, but challenging in the emergency department. We aimed to investigate the   Based on these regression coefficients, we developed a diagnostic prediction model (score)",neumann2017discrimination,European Heart Journal,47,3514--3520,article,2017.0,Oxford University Press,European Heart …,38.0,94,824,"/scholar?cites=6928007107162102377&as_sdt=5,33&sciodt=1,33&hl=en",https://academic.oup.com/eurheartj/article/38/47/3514/4082289,https://academic.oup.com/eurheartj/article-abstract/38/47/3514/4082289,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D820%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=aVrH_8E5JWAJ&ei=8Sp_Y8H1FouEmgG1z4vQAw&json=","/scholar?q=related:aVrH_8E5JWAJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:aVrH_8E5JWAJ:scholar.google.com/&output=cite&scirp=823&hl=en,"""emergency department"" prediction model",0,0
1768,1769,wvhAqkU_fY8J,Development and validation of a machine learning-based prediction model for near-term in-hospital mortality among patients with COVID-19,"model predicted as being at high risk of near-term mortality.  (with patients at high  model-predicted mortality risk) into two  , either in the emergency department before admission or",parchure2022development,BMJ supportive \& palliative care,e3,e424--e431,article,2022.0,British Medical Journal Publishing Group,BMJ supportive & …,12.0,37,836,"/scholar?cites=10339489887954204866&as_sdt=5,33&sciodt=1,33&hl=en",https://spcare.bmj.com/content/12/e3/e424.abstract,https://spcare.bmj.com/content/12/e3/e424.abstract,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D830%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=wvhAqkU_fY8J&ei=jC5_Y_G6C7PcsQKew4voBA&json=","/scholar?q=related:wvhAqkU_fY8J:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:wvhAqkU_fY8J:scholar.google.com/&output=cite&scirp=835&hl=en,"""emergency department"" prediction model",0,0
1769,1770,4GSgCVur1o8J,Performance of pro-adrenomedullin for identifying adverse outcomes in community-acquired pneumonia,"Early identification and treatment of complications, especially in the Emergency Department   linear models. Logistic regression models were also constructed to study the prediction of",espana2015performance,Journal of infection,5,457--466,article,2015.0,Elsevier,Journal of infection,70.0,64,837,"/scholar?cites=10364659999931655392&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0163445314003740,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D830%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=4GSgCVur1o8J&ei=jC5_Y_G6C7PcsQKew4voBA&json=","/scholar?q=related:4GSgCVur1o8J:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:4GSgCVur1o8J:scholar.google.com/&output=cite&scirp=836&hl=en,"""emergency department"" prediction model",0,0
1772,1773,lFa4PFRUy4wJ,Predictors of the transition from acute to persistent musculoskeletal pain in children and adolescents: a prospective study,10–17 years recently evaluated in an emergency department or orthopedic clinic for an acute   predictor in all four models so it was entered as a covariate in all of the regression models.,holley2017predictors,Pain,5,794,article,2017.0,NIH Public Access,Pain,158.0,96,840,"/scholar?cites=10145295306354874004&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5393939/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5393939/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D830%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=lFa4PFRUy4wJ&ei=jC5_Y_G6C7PcsQKew4voBA&json=","/scholar?q=related:lFa4PFRUy4wJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:lFa4PFRUy4wJ:scholar.google.com/&output=cite&scirp=839&hl=en,"""emergency department"" prediction model",0,0
1781,1782,wKTyvWlJVKEJ,Early factors associated with fluid sequestration and outcomes of patients with acute pancreatitis,"The simple and multiple linear regression models showed that younger age, alcohol etiology  (and it can be predicted in the emergency department by using easily obtained variables to",de2014early,Clinical Gastroenterology and Hepatology,6,997--1002,article,2014.0,Elsevier,Clinical …,12.0,78,849,"/scholar?cites=11624997256657282240&as_sdt=5,33&sciodt=1,33&hl=en",https://www.researchgate.net/profile/Felix-Lluis/publication/258252035_Early_Factors_Associated_With_Fluid_Sequestration_and_Outcomes_of_Patients_With_Acute_Pancreatitis/links/60bc81b0458515218f94d56c/Early-Factors-Associated-With-Fluid-Sequestration-and-Outcomes-of-Patients-With-Acute-Pancreatitis.pdf,https://www.sciencedirect.com/science/article/pii/S1542356513016704,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D840%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=wKTyvWlJVKEJ&ei=eTJ_Y43MNIqUy9YP2ZGZiAM&json=","/scholar?q=related:wKTyvWlJVKEJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:wKTyvWlJVKEJ:scholar.google.com/&output=cite&scirp=848&hl=en,"""emergency department"" prediction model",0,0
1785,1786,5o3j6a8zCHAJ,"Massachusetts health reforms: uninsurance remains low, self-reported health status improves as state prepares to tackle costs","See text for discussion of regression model and predicted values. ED is emergency department.   adults reporting any emergency department visit, multiple emergency department visits (",long2012massachusetts,Health affairs,2,444--451,article,2012.0,,Health affairs,31.0,108,853,"/scholar?cites=8072759162697911782&as_sdt=5,33&sciodt=1,33&hl=en",https://www.researchgate.net/profile/Heather-Dahlen/publication/221782310_Massachusetts_Health_Reforms_Uninsurance_Remains_Low_Self-Reported_Health_Status_Improves_As_State_Prepares_To_Tackle_Costs/links/56b3a56e08ae636a540d1a35/Massachusetts-Health-Reforms-Uninsurance-Remains-Low-Self-Reported-Health-Status-Improves-As-State-Prepares-To-Tackle-Costs.pdf,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2011.0653,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D850%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=5o3j6a8zCHAJ&ei=3jZ_Y5C_KuqK6rQP7ZGx8A4&json=","/scholar?q=related:5o3j6a8zCHAJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:5o3j6a8zCHAJ:scholar.google.com/&output=cite&scirp=852&hl=en,"""emergency department"" prediction model",0,0
1786,1787,eIvWTz7mX58J,Scales for predicting risk following self-harm: an observational study in 32 hospitals in England,"Using negative binomial regression models, we then adjusted for risk factors previously   emergency department instrument in our study) because of its consistently poor predictive",quinlivan2014scales,BMJ open,5,e004732,article,2014.0,British Medical Journal Publishing Group,BMJ open,4.0,68,854,"/scholar?cites=11484150730119875448&as_sdt=5,33&sciodt=1,33&hl=en",https://bmjopen.bmj.com/content/bmjopen/4/5/e004732.full.pdf,https://bmjopen.bmj.com/content/4/5/e004732.short,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D850%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=eIvWTz7mX58J&ei=3jZ_Y5C_KuqK6rQP7ZGx8A4&json=","/scholar?q=related:eIvWTz7mX58J:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:eIvWTz7mX58J:scholar.google.com/&output=cite&scirp=853&hl=en,"""emergency department"" prediction model",0,0
1792,1793,lavkhunY2wQJ,Is the American Society of Anesthesiologists classification useful in risk stratification for endoscopic procedures?,(51.1%) followed by emergency department referral (19.6%). As a  Independent variables  in the multivariate model predicting  This model predicted that an ASA class V patient had 7.5,enestvedt2013american,Gastrointestinal endoscopy,3,464--471,article,2013.0,Elsevier,Gastrointestinal …,77.0,120,860,"/scholar?cites=350111893553458069&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3816502/,https://www.sciencedirect.com/science/article/pii/S0016510712029914,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D850%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=lavkhunY2wQJ&ei=3jZ_Y5C_KuqK6rQP7ZGx8A4&json=","/scholar?q=related:lavkhunY2wQJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:lavkhunY2wQJ:scholar.google.com/&output=cite&scirp=859&hl=en,"""emergency department"" prediction model",0,0
1798,1799,7XojsrHj-QIJ,Using a machine learning approach to predict mortality in critically ill influenza patients: a cross-sectional retrospective multicentre study in Taiwan,"-text data to identify patients with infection in the emergency department (AUC: 0.85, 95% CI   in the emergency department.32 Therefore, the accuracy of the prediction model in the field",hu2020using,BMJ open,2,e033898,article,2020.0,British Medical Journal Publishing Group,BMJ open,10.0,63,872,"/scholar?cites=214452809614195437&as_sdt=5,33&sciodt=1,33&hl=en",https://bmjopen.bmj.com/content/bmjopen/10/2/e033898.full.pdf,https://bmjopen.bmj.com/content/10/2/e033898.abstract,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D870%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=7XojsrHj-QIJ&ei=tjx_Y7PXJOqK6rQP7ZGx8A4&json=","/scholar?q=related:7XojsrHj-QIJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:7XojsrHj-QIJ:scholar.google.com/&output=cite&scirp=871&hl=en,"""emergency department"" prediction model",0,0
1801,1802,ODYmvx9buzAJ,Association between hospital participation in a Medicare bundled payment initiative and payments and quality outcomes for lower extremity joint replacement episodes,", and 30- and 90-day emergency department use were calculated.  Models included  BPCI population and intervention period  regression models were used to construct model-predicted",dummit2016association,Jama,12,1267--1278,article,2016.0,American Medical Association,Jama,316.0,316,875,"/scholar?cites=3511500526374499896&as_sdt=5,33&sciodt=1,33&hl=en",,https://jamanetwork.com/journals/jama/article-abstract/2553001,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D870%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=ODYmvx9buzAJ&ei=tjx_Y7PXJOqK6rQP7ZGx8A4&json=","/scholar?q=related:ODYmvx9buzAJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:ODYmvx9buzAJ:scholar.google.com/&output=cite&scirp=874&hl=en,"""emergency department"" prediction model",0,0
1813,1814,RQWAkwCUYbkJ,Short-acting $\beta$-agonist use and its ability to predict future asthma-related outcomes,The logistic regression models predicted the  emergency department visit by number of  SABA canisters - Medicaid. (B) Odds of asthma-related hospitalization or emergency department,stanford2012short,"Annals of Allergy, Asthma \& Immunology",6,403--407,article,2012.0,Elsevier,Annals of Allergy …,109.0,176,891,"/scholar?cites=13358120699953153349&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S1081120612006400,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D890%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=RQWAkwCUYbkJ&ei=xUJ_Y-fZDpCXywTpjZ64Bw&json=","/scholar?q=related:RQWAkwCUYbkJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:RQWAkwCUYbkJ:scholar.google.com/&output=cite&scirp=890&hl=en,"""emergency department"" prediction model",0,0
1814,1815,TgDAuCzO3QEJ,Effect of oximetry on hospitalization in bronchiolitis: a randomized clinical trial,"emergency department, level of physician agreement with discharge from the emergency  department, length of emergency department  to a logistic regression model as a covariate. We",schuh2014effect,Jama,7,712--718,article,2014.0,American Medical Association,Jama,312.0,113,892,"/scholar?cites=134490255364456526&as_sdt=5,33&sciodt=1,33&hl=en",https://jamanetwork.com/journals/jama/fullarticle/1896981,https://jamanetwork.com/journals/jama/article-abstract/1896981,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D890%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=TgDAuCzO3QEJ&ei=xUJ_Y-fZDpCXywTpjZ64Bw&json=","/scholar?q=related:TgDAuCzO3QEJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:TgDAuCzO3QEJ:scholar.google.com/&output=cite&scirp=891&hl=en,"""emergency department"" prediction model",0,0
1823,1824,oG8v2Nm7RvEJ,Clinical characteristics and prognostic factors in COVID-19 patients aged≥ 80 years,"and low oxygen saturation at emergency department admission, is associated with a rapid   Cox regression model to identify independent predictors of death. For a better model fitting",covino2020clinical,Geriatrics \& gerontology international,7,704--708,article,2020.0,Wiley Online Library,Geriatrics & …,20.0,124,902,"/scholar?cites=17385789955819663264&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300699/,https://onlinelibrary.wiley.com/doi/abs/10.1111/ggi.13960,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D900%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=oG8v2Nm7RvEJ&ei=8UV_Y7j0Is6vywTM0p3IDQ&json=","/scholar?q=related:oG8v2Nm7RvEJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:oG8v2Nm7RvEJ:scholar.google.com/&output=cite&scirp=901&hl=en,"""emergency department"" prediction model",0,0
1828,1829,SNOl-y5Fa8cJ,Angiopoietin-2 as a marker of endothelial activation is a good predictor factor for intensive care unit admission of COVID-19 patients,patients admitted to emergency department that fulfilled criteria  with a regression logistic  model that included the angiopoietin-2 to  We performed 4 different logistic models that included,smadja2020angiopoietin,Angiogenesis,4,611--620,article,2020.0,Springer,Angiogenesis,23.0,196,907,"/scholar?cites=14369655104148460360&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1007/s10456-020-09730-0,https://link.springer.com/article/10.1007/s10456-020-09730-0,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D900%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=SNOl-y5Fa8cJ&ei=8UV_Y7j0Is6vywTM0p3IDQ&json=","/scholar?q=related:SNOl-y5Fa8cJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:SNOl-y5Fa8cJ:scholar.google.com/&output=cite&scirp=906&hl=en,"""emergency department"" prediction model",0,0
1849,1850,lvHfiOUk2dMJ,Machine-learning approach for the development of a novel predictive model for the diagnosis of hepatocellular carcinoma,"of suspected sepsis patients in the emergency department using  In the future, predictive  models using machine learning  The predictive model developed in the current study is based",sato2019machine,Scientific reports,1,1--7,article,2019.0,Nature Publishing Group,Scientific reports,9.0,67,929,"/scholar?cites=15265272980211495318&as_sdt=5,33&sciodt=1,33&hl=en",https://www.nature.com/articles/s41598-019-44022-8,https://www.nature.com/articles/s41598-019-44022-8,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D920%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=lvHfiOUk2dMJ&ei=Jk5_Y8rXOJqM6rQPmI6jiAg&json=","/scholar?q=related:lvHfiOUk2dMJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:lvHfiOUk2dMJ:scholar.google.com/&output=cite&scirp=928&hl=en,"""emergency department"" prediction model",0,0
1855,1856,4CN80n9K77UJ,The effect of age on Glasgow Coma Scale score in patients with traumatic brain injury,category (defined by emergency department GCS as severe [ multivariate linear and logistic  regression models were used.  severity of injury or for prediction models such as the AIS or,salottolo2014effect,JAMA surgery,7,727--734,article,2014.0,American Medical Association,JAMA …,149.0,117,943,"/scholar?cites=13109778953151456224&as_sdt=5,33&sciodt=1,33&hl=en",https://jamanetwork.com/journals/jamasurgery/fullarticle/1876615,https://jamanetwork.com/journals/jamasurgery/article-abstract/1876615,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D940%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=4CN80n9K77UJ&ei=VVJ_Y4qQLo70mgG3m7KgDQ&json=","/scholar?q=related:4CN80n9K77UJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:4CN80n9K77UJ:scholar.google.com/&output=cite&scirp=942&hl=en,"""emergency department"" prediction model",0,0
1858,1859,nSXOWbuhmDIJ,Predictors of COVID-19 severity: a literature review,COVID-19 emergency department (ED predicted a favorable prognosis. This study constructed  a machine learning-based prognostic prediction model that was able to accurately predict,gallo2021predictors,Reviews in medical virology,1,1--10,article,2021.0,Wiley Online Library,Reviews in medical …,31.0,504,946,"/scholar?cites=3645841724394055069&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7855377/,https://onlinelibrary.wiley.com/doi/abs/10.1002/rmv.2146,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D940%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=nSXOWbuhmDIJ&ei=VVJ_Y4qQLo70mgG3m7KgDQ&json=","/scholar?q=related:nSXOWbuhmDIJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:nSXOWbuhmDIJ:scholar.google.com/&output=cite&scirp=945&hl=en,"""emergency department"" prediction model",0,0
1862,1863,pGgS19dPKRQJ,Cardio-respiratory outcomes associated with exposure to wildfire smoke are modified by measures of community health,mixed effects regression models applied to daily visit counts.  We found significant increases  in emergency department (ED Our analysis of HYSPLIT predictions against the satellite and,rappold2012cardio,Environmental Health,1,1--9,article,2012.0,BioMed Central,Environmental …,11.0,128,950,"/scholar?cites=1452780143248566436&as_sdt=5,33&sciodt=1,33&hl=en",https://ehjournal.biomedcentral.com/articles/10.1186/1476-069X-11-71,https://ehjournal.biomedcentral.com/articles/10.1186/1476-069X-11-71,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D940%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=pGgS19dPKRQJ&ei=VVJ_Y4qQLo70mgG3m7KgDQ&json=","/scholar?q=related:pGgS19dPKRQJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:pGgS19dPKRQJ:scholar.google.com/&output=cite&scirp=949&hl=en,"""emergency department"" prediction model",0,0
1863,1864,QS38gwielOAJ,Blood lactate levels cutoff and mortality prediction in sepsis—time for a reappraisal? A retrospective cohort study,"sepsis or septic shock from the emergency department. A receiver- model containing 10  predictors (Table ​4), the backward elimination Cox regression analysis yielded a final model",rabello2016blood,"Shock (Augusta, Ga.)",5,480,article,2016.0,Wolters Kluwer Health,Shock (Augusta …,46.0,112,951,"/scholar?cites=16182733120460303681&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5058781/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5058781/,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D950%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=QS38gwielOAJ&ei=9VV_Y9GAMJCXywTpjZ64Bw&json=","/scholar?q=related:QS38gwielOAJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:QS38gwielOAJ:scholar.google.com/&output=cite&scirp=950&hl=en,"""emergency department"" prediction model",0,0
1874,1875,_Nr53CIGg3QJ,Coordination and management of multicenter clinical studies in trauma: Experience from the PRospective Observational Multicenter Major Trauma Transfusion (PROMMTT) Study,"blood transfusions within 6 h of Emergency Department (ED) admission. A  predictive model.  Thus, we will define a classification rule that improves the accuracy of the predictive model",rahbar2012coordination,Resuscitation,4,459--464,article,2012.0,Elsevier,Resuscitation,83.0,59,962,"/scholar?cites=8395560877154753276&as_sdt=5,33&sciodt=1,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3303947/,https://www.sciencedirect.com/science/article/pii/S030095721100565X,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D960%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=_Nr53CIGg3QJ&ei=Glp_Y5n7ILPcsQKew4voBA&json=","/scholar?q=related:_Nr53CIGg3QJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:_Nr53CIGg3QJ:scholar.google.com/&output=cite&scirp=961&hl=en,"""emergency department"" prediction model",0,0
1875,1876,dQMiyH3jdGIJ,A prospective observational study of the prevalence and risk factors for colonization by antibiotic resistant bacteria in patients at admission to hospital in Singapore,"predictor for ESBL-E colonization in the regression model, with  Hospitalization and outpatient  hospital visits predicted MRSA  observational study at the emergency department (ED) of",young2014prospective,BMC infectious diseases,1,1--7,article,2014.0,BioMed Central,BMC infectious …,14.0,47,963,"/scholar?cites=7094545442383463285&as_sdt=5,33&sciodt=1,33&hl=en",https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-14-298,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-14-298,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D960%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=dQMiyH3jdGIJ&ei=Glp_Y5n7ILPcsQKew4voBA&json=","/scholar?q=related:dQMiyH3jdGIJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:dQMiyH3jdGIJ:scholar.google.com/&output=cite&scirp=962&hl=en,"""emergency department"" prediction model",0,0
1884,1885,KTIcg824BBUJ,Combined copeptin and troponin to rule out myocardial infarction in patients with chest pain and a history of coronary artery disease,"presenting in the emergency department with acute chest  logistic regression model are  indicated in the Result section.  did not remain a significant predictor of death in our population,",ray2012combined,The American journal of emergency medicine,3,440--448,article,2012.0,Elsevier,The American journal of …,30.0,72,978,"/scholar?cites=1514538567510798889&as_sdt=5,33&sciodt=1,33&hl=en",http://www.dyspnea.ch/Publikationen/PDF/167.pdf,https://www.sciencedirect.com/science/article/pii/S0735675711005729,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D970%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=KTIcg824BBUJ&ei=D1x_Y_SnAYz5yATA7rmYCQ&json=","/scholar?q=related:KTIcg824BBUJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:KTIcg824BBUJ:scholar.google.com/&output=cite&scirp=977&hl=en,"""emergency department"" prediction model",0,0
